year,session,title,abstract,author,doi
2019,N/A,Clustrophile 2: Guided Visual Clustering Analysis.,N/A,"Marco Cavallo,Çagatay Demiralp",https://doi.org/10.1109/TVCG.2018.2864477
2019,N/A,InkPlanner: Supporting Prewriting via Intelligent Visual Diagramming.,N/A,"Zhicong Lu,Mingming Fan,Yun Wang,Jian Zhao,Michelle Annett,Daniel Wigdor",https://doi.org/10.1109/TVCG.2018.2864887
2019,N/A,DQNViz: A Visual Analytics Approach to Understand Deep Q-Networks.,N/A,"Junpeng Wang,Liang Gou,Han-Wei Shen,Hao Yang",https://doi.org/10.1109/TVCG.2018.2864504
2019,N/A,RetainVis: Visual Analytics with Interpretable and Interactive Recurrent Neural Networks on Electronic Medical Records.,N/A,"Bum Chul Kwon,Min-Je Choi,Joanne Taery Kim,Edward Choi,Young Bin Kim,Soonwook Kwon,Jimeng Sun,Jaegul Choo",https://doi.org/10.1109/TVCG.2018.2865027
2019,N/A,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation.,N/A,"Minsuk Kahng,Nikhil Thorat,Duen Horng (Polo) Chau,Fernanda B. Viégas,Martin Wattenberg",https://doi.org/10.1109/TVCG.2018.2864500
2019,N/A,ViBr: Visualizing Bipartite Relations at Scale with the Minimum Description Length Principle.,N/A,"Gromit Yeuk-Yin Chan,Panpan Xu,Zeng Dai,Liu Ren",https://doi.org/10.1109/TVCG.2018.2864826
2019,N/A,A Visual Analytics Framework for Spatiotemporal Trade Network Analysis.,N/A,"Hong Wang,Yafeng Lu,Shade T. Shutters,Michael Steptoe,Feng Wang,Steven Landis,Ross Maciejewski",https://doi.org/10.1109/TVCG.2018.2864844
2019,N/A,RuleMatrix: Visualizing and Understanding Classifiers with Rules.,N/A,"Yao Ming,Huamin Qu,Enrico Bertini",https://doi.org/10.1109/TVCG.2018.2864812
2019,N/A,Seq2seq-Vis: A Visual Debugging Tool for Sequence-to-Sequence Models.,N/A,"Hendrik Strobelt,Sebastian Gehrmann,Michael Behrisch,Adam Perer,Hanspeter Pfister,Alexander M. Rush",https://doi.org/10.1109/TVCG.2018.2865044
2019,N/A,Manifold: A Model-Agnostic Framework for Interpretation and Diagnosis of Machine Learning Models.,N/A,"Jiawei Zhang,Yang Wang,Piero Molino,Lezhi Li,David S. Ebert",https://doi.org/10.1109/TVCG.2018.2864499
2019,N/A,Visual Analytics for Topic Model Optimization based on User-Steerable Speculative Execution.,N/A,"Mennatallah El-Assady,Fabian Sperrle,Oliver Deussen,Daniel A. Keim,Christopher Collins",https://doi.org/10.1109/TVCG.2018.2864769
2019,N/A,VIS4ML: An Ontology for Visual Analytics Assisted Machine Learning.,N/A,"Dominik Sacha,Matthias Kraus,Daniel A. Keim,Min Chen",https://doi.org/10.1109/TVCG.2018.2864838
2019,N/A,MAQUI: Interweaving Queries and Pattern Mining for Recursive Event Sequence Exploration.,N/A,"Po-Ming Law,Zhicheng Liu,Sana Malik,Rahul C. Basole",https://doi.org/10.1109/TVCG.2018.2864886
2019,N/A,iForest: Interpreting Random Forests via Visual Analytics.,N/A,"Xun Zhao,Yanhong Wu,Dik Lun Lee,Weiwei Cui",https://doi.org/10.1109/TVCG.2018.2864475
2019,N/A,Visual Progression Analysis of Event Sequence Data.,N/A,"Shunan Guo,Zhuochen Jin,David Gotz,Fan Du,Hongyuan Zha,Nan Cao",https://doi.org/10.1109/TVCG.2018.2864885
2019,N/A,Duet: Helping Data Analysis Novices Conduct Pairwise Comparisons by Minimal Specification.,N/A,"Po-Ming Law,Rahul C. Basole,Yanhong Wu",https://doi.org/10.1109/TVCG.2018.2864526
2019,N/A,Formalizing Visualization Design Knowledge as Constraints: Actionable and Extensible Models in Draco.,N/A,"Dominik Moritz,Chenglong Wang,Greg L. Nelson,Halden Lin,Adam M. Smith,Bill Howe,Jeffrey Heer",https://doi.org/10.1109/TVCG.2018.2865240
2019,N/A,Shape-preserving Star Coordinates.,N/A,"Vladimir Molchanov,Lars Linsen",https://doi.org/10.1109/TVCG.2018.2865118
2019,N/A,SRVis: Towards Better Spatial Integration in Ranking Visualization.,N/A,"Di Weng,Ran Chen,Zikun Deng,Feiran Wu,Jingmin Chen,Yingcai Wu",https://doi.org/10.1109/TVCG.2018.2865126
2019,N/A,A Declarative Rendering Model for Multiclass Density Maps.,N/A,"Jaemin Jo,Frédéric Vernier,Pierre Dragicevic,Jean-Daniel Fekete",https://doi.org/10.1109/TVCG.2018.2865141
2019,N/A,DimReader: Axis lines that explain non-linear projections.,N/A,"Rebecca Faust,David Glickenstein,Carlos Scheidegger",https://doi.org/10.1109/TVCG.2018.2865194
2019,N/A,A Heuristic Approach to Value-Driven Evaluation of Visualizations.,N/A,"Emily Wall,Meeshu Agnihotri,Laura E. Matzen,Kristin Divis,Michael Haass,Alex Endert,John T. Stasko",https://doi.org/10.1109/TVCG.2018.2865146
2019,N/A,Patterns and Pace: Quantifying Diverse Exploration Behavior with Visualizations on the Web.,N/A,"Mi Feng,Evan M. Peck,Lane Harrison",https://doi.org/10.1109/TVCG.2018.2865117
2019,N/A,IDMVis: Temporal Event Sequence Visualization for Type 1 Diabetes Treatment Decision Support.,N/A,"Yixuan Zhang,Kartik Chanana,Cody Dunne",https://doi.org/10.1109/TVCG.2018.2865076
2019,N/A,Comparing Similarity Perception in Time Series Visualizations.,N/A,"Anna Gogolou,Theophanis Tsandilas,Themis Palpanas,Anastasia Bezerianos",https://doi.org/10.1109/TVCG.2018.2865077
2019,N/A,Temporal Treemaps: Static Visualization of Evolving Trees.,N/A,"Wiebke Köpp,Tino Weinkauf",https://doi.org/10.1109/TVCG.2018.2865265
2019,N/A,Juniper: A Tree+Table Approach to Multivariate Graph Visualization.,N/A,"Carolina Nobre,Marc Streit,Alexander Lex",https://doi.org/10.1109/TVCG.2018.2865149
2019,N/A,Structure-Based Suggestive Exploration: A New Approach for Effective Exploration of Large Networks.,N/A,"Wei Chen,Fangzhou Guo,Dongming Han,Jacheng Pan,Xiaotao Nie,Jiazhi Xia,Xiaolong Zhang",https://doi.org/10.1109/TVCG.2018.2865139
2019,N/A,Structure-aware Fisheye Views for Efficient Large Graph Exploration.,N/A,"Yunhai Wang,Yanyan Wang,Haifeng Zhang,Yinqi Sun,Chi-Wing Fu,Michael Sedlmair,Baoquan Chen,Oliver Deussen",https://doi.org/10.1109/TVCG.2018.2864911
2019,N/A,"Graphicle: Exploring Units, Networks, and Context in a Blended Visualization Approach.",N/A,"Timothy Major,Rahul C. Basole",https://doi.org/10.1109/TVCG.2018.2865151
2019,N/A,Vistrates: A Component Model for Ubiquitous Analytics.,N/A,"Sriram Karthik Badam,Andreas Mathisen,Roman Rädle,Clemens Nylandsted Klokmose,Niklas Elmqvist",https://doi.org/10.1109/TVCG.2018.2865144
2019,N/A,SmartCues: A Multitouch Query Approach for Details-on-Demand through Dynamically Computed Overlays.,N/A,"Hariharan Subramonyam,Eytan Adar",https://doi.org/10.1109/TVCG.2018.2865231
2019,N/A,"Multiple Coordinated Views at Large Displays for Multiple Users: Empirical Findings on User Behavior, Movements, and Distances.",N/A,"Ricardo Langner,Ulrike Kister,Raimund Dachselt",https://doi.org/10.1109/TVCG.2018.2865235
2019,N/A,Visualizing Ranges over Time on Mobile Phones: A Task-Based Crowdsourced Evaluation.,N/A,"Matthew Brehmer,Bongshin Lee,Petra Isenberg,Eun Kyoung Choe",https://doi.org/10.1109/TVCG.2018.2865234
2019,N/A,Glanceable Visualization: Studies of Data Comparison Performance on Smartwatches.,N/A,"Tanja Blascheck,Lonni Besançon,Anastasia Bezerianos,Bongshin Lee,Petra Isenberg",https://doi.org/10.1109/TVCG.2018.2865142
2019,N/A,Evaluating 'Graphical Perception' with CNNs.,N/A,"Daniel Haehn,James Tompkin,Hanspeter Pfister",https://doi.org/10.1109/TVCG.2018.2865138
2019,N/A,NLIZE: A Perturbation-Driven Visual Interrogation Tool for Analyzing and Interpreting Natural Language Inference Models.,N/A,"Shusen Liu,Zhimin Li,Tao Li,Vivek Srikumar,Valerio Pascucci,Peer-Timo Bremer",https://doi.org/10.1109/TVCG.2018.2865230
2019,N/A,Elastic Documents: Coupling Text and Tables through Contextual Visualizations for Enhanced Document Reading.,N/A,"Sriram Karthik Badam,Zhicheng Liu,Niklas Elmqvist",https://doi.org/10.1109/TVCG.2018.2865119
2019,N/A,Augmenting Visualizations with Interactive Data Facts to Facilitate Interpretation and Communication.,N/A,"Arjun Srinivasan,Steven M. Drucker,Alex Endert,John T. Stasko",https://doi.org/10.1109/TVCG.2018.2865145
2019,N/A,What Do We Talk About When We Talk About Dashboards?,N/A,"Alper Sarikaya,Michael Correll,Lyn Bartram,Melanie Tory,Danyel Fisher",https://doi.org/10.1109/TVCG.2018.2864903
2019,N/A,Origin-Destination Flow Maps in Immersive Environments.,N/A,"Yalong Yang,Tim Dwyer,Bernhard Jenny,Kim Marriott,Maxime Cordeil,Haohui Chen",https://doi.org/10.1109/TVCG.2018.2865192
2019,N/A,FiberClay: Sculpting Three Dimensional Trajectories to Reveal Structural Insights.,N/A,"Christophe Hurter,Nathalie Henry Riche,Steven M. Drucker,Maxime Cordeil,Richard Alligier,Romain Vuillemot",https://doi.org/10.1109/TVCG.2018.2865191
2019,N/A,DXR: A Toolkit for Building Immersive Data Visualizations.,N/A,"Ronell Sicat,Jiabao Li,Junyoung Choi,Maxime Cordeil,Won-Ki Jeong,Benjamin Bach,Hanspeter Pfister",https://doi.org/10.1109/TVCG.2018.2865152
2019,N/A,Information Olfactation: Harnessing Scent to Convey Data.,N/A,"Biswaksen Patnaik,Andrea Batch,Niklas Elmqvist",https://doi.org/10.1109/TVCG.2018.2865237
2019,N/A,Dynamic Composite Data Physicalization Using Wheeled Micro-Robots.,N/A,"Mathieu Le Goc,Charles Perin,Sean Follmer,Jean-Daniel Fekete,Pierre Dragicevic",https://doi.org/10.1109/TVCG.2018.2865159
2019,N/A,A Framework for Creative Visualization-Opportunities Workshops.,N/A,"Ethan Kerzner,Sarah Goodwin,Jason Dykes,Sara Jones,Miriah D. Meyer",https://doi.org/10.1109/TVCG.2018.2865241
2019,N/A,Design Exposition with Literate Visualization.,N/A,"Jo Wood,Alexander Kachkaev,Jason Dykes",https://doi.org/10.1109/TVCG.2018.2864836
2019,N/A,iStoryline: Effective Convergence to Hand-drawn Storylines.,N/A,"Tan Tang,Sadia Rubab,Jiewen Lai,Weiwei Cui,Lingyun Yu,Yingcai Wu",https://doi.org/10.1109/TVCG.2018.2864899
2019,N/A,Narvis: Authoring Narrative Slideshows for Introducing Data Visualization Designs.,N/A,"Qianwen Wang,Zhen Li,Siwei Fu,Weiwei Cui,Huamin Qu",https://doi.org/10.1109/TVCG.2018.2865232
2019,N/A,Charticulator: Interactive Construction of Bespoke Chart Layouts.,N/A,"Donghao Ren,Bongshin Lee,Matthew Brehmer",https://doi.org/10.1109/TVCG.2018.2865158
2019,N/A,Embedded Merge & Split: Visual Adjustment of Data Grouping.,N/A,"Ali Sarvghad,Bahador Saket,Alex Endert,Nadir Weibel",https://doi.org/10.1109/TVCG.2018.2865075
2019,N/A,Mapping Color to Meaning in Colormap Data Visualizations.,N/A,"Karen B. Schloss,Connor Gramazio,Allison T. Silverman,Madeline L. Parker,Audrey S. Wang",https://doi.org/10.1109/TVCG.2018.2865147
2019,N/A,Optimizing Color Assignment for Perception of Class Separability in Multiclass Scatterplots.,N/A,"Yunhai Wang,Xin Chen,Tong Ge,Chen Bao,Michael Sedlmair,Chi-Wing Fu,Oliver Deussen,Baoquan Chen",https://doi.org/10.1109/TVCG.2018.2864912
2019,N/A,Looks Good To Me: Visualizations As Sanity Checks.,N/A,"Michael Correll,Mingwei Li,Gordon L. Kindlmann,Carlos Scheidegger",https://doi.org/10.1109/TVCG.2018.2864907
2019,N/A,Image-Based Aspect Ratio Selection.,N/A,"Yunhai Wang,Zeyu Wang,Chi-Wing Fu,Hansjörg Schmauder,Oliver Deussen,Daniel Weiskopf",https://doi.org/10.1109/TVCG.2018.2865266
2019,N/A,Mitigating the Attraction Effect with Visualizations.,N/A,"Evanthia Dimara,Gilles Bailly,Anastasia Bezerianos,Steven Franconeri",https://doi.org/10.1109/TVCG.2018.2865233
2019,N/A,Face to Face: Evaluating Visual Comparison.,N/A,"Brian D. Ondov,Nicole Jardine,Niklas Elmqvist,Steven Franconeri",https://doi.org/10.1109/TVCG.2018.2864884
2019,N/A,At a Glance: Pixel Approximate Entropy as a Measure of Line Chart Complexity.,N/A,"Gabriel Ryan,Abigail Mosca,Remco Chang,Eugene Wu",https://doi.org/10.1109/TVCG.2018.2865264
2019,N/A,Visualizing Uncertain Tropical Cyclone Predictions using Representative Samples from Ensembles of Forecast Tracks.,N/A,"Le Liu,Lace M. K. Padilla,Sarah H. Creem-Regehr,Donald H. House",https://doi.org/10.1109/TVCG.2018.2865193
2019,N/A,Hypothetical Outcome Plots Help Untrained Observers Judge Trends in Ambiguous Data.,N/A,"Alex Kale,Francis Nguyen,Matthew Kay,Jessica Hullman",https://doi.org/10.1109/TVCG.2018.2864909
2019,N/A,In Pursuit of Error: A Survey of Uncertainty Visualization Evaluation.,N/A,"Jessica Hullman,Xiaoli Qiao,Michael Correll,Alex Kale,Matthew Kay",https://doi.org/10.1109/TVCG.2018.2864889
2019,N/A,Where's My Data? Evaluating Visualizations with Missing Data.,N/A,"Hayeong Song,Danielle Albers Szafir",https://doi.org/10.1109/TVCG.2018.2864914
2019,N/A,A Framework for Externalizing Implicit Error Using Visualization.,N/A,"Nina McCurdy,Julie Gerdes,Miriah D. Meyer",https://doi.org/10.1109/TVCG.2018.2864913
2019,N/A,Deadeye: A Novel Preattentive Visualization Technique Based on Dichoptic Presentation.,N/A,"Andrey Krekhov,Jens H. Krüger",https://doi.org/10.1109/TVCG.2018.2864498
2019,N/A,Recirculation Surfaces for Flow Visualization.,N/A,"Thomas Wilde,Christian Rossi,Holger Theisel",https://doi.org/10.1109/TVCG.2018.2864813
2019,N/A,Objective Vortex Corelines of Finite-sized Objects in Fluid Flows.,N/A,"Tobias Günther,Holger Theisel",https://doi.org/10.1109/TVCG.2018.2864828
2019,N/A,Interactive Visualization of RNA and DNA Structures.,N/A,"Norbert Lindow,Daniel Baum,Morgan Leborgne,Hans-Christian Hege",https://doi.org/10.1109/TVCG.2018.2864507
2019,N/A,Labels on Levels: Labeling of Multi-Scale Multi-Instance and Crowded 3D Biological Environments.,N/A,"David Kouril,Ladislav Cmolík,Barbora Kozlíková,Hsiang-Yun Wu,Graham Johnson,David S. Goodsell,Arthur J. Olson,M. Eduard Gröller,Ivan Viola",https://doi.org/10.1109/TVCG.2018.2864491
2019,N/A,Visualization of Large Molecular Trajectories.,N/A,"David Duran,Pedro Hermosilla,Timo Ropinski,Barbora Kozlíková,Alvar Vinacua,Pere-Pau Vázquez",https://doi.org/10.1109/TVCG.2018.2864851
2019,N/A,Visual Analysis of Aneurysm Data using Statistical Graphics.,N/A,"Monique Meuschke,Tobias Günther,Philipp Berg,Ralph Wickenhöfer,Bernhard Preim,Kai Lawonn",https://doi.org/10.1109/TVCG.2018.2864509
2019,N/A,Interactive Visualization of 3D Histopathology in Native Resolution.,N/A,"Martin Falk,Anders Ynnerman,Darren Treanor,Claes Lundström",https://doi.org/10.1109/TVCG.2018.2864816
2019,N/A,Visualization of Neuronal Structures in Wide-Field Microscopy Brain Images.,N/A,"Saeed Boorboor,Shreeraj Jadhav,Mala Ananth,David Talmage,Lorna Role,Arie E. Kaufman",https://doi.org/10.1109/TVCG.2018.2864852
2019,N/A,Interactive obstruction-free lensing for volumetric data visualization.,N/A,"Michael Traoré,Christophe Hurter,Alexandru Telea",https://doi.org/10.1109/TVCG.2018.2864690
2019,N/A,Dynamic Volume Lines: Visual Comparison of 3D Volumes through Space-filling Curves.,N/A,"Johannes Weissenbock,Bernhard Fröhler,M. Eduard Gröller,Johann Kastner,Christoph Heinzl",https://doi.org/10.1109/TVCG.2018.2864510
2019,N/A,A Declarative Grammar of Flexible Volume Visualization Pipelines.,N/A,"Min Shih,Charles Rozhon,Kwan-Liu Ma",https://doi.org/10.1109/TVCG.2018.2864841
2019,N/A,Visualization of Bubble Formation in Porous Media.,N/A,"Hui Zhang,Steffen Frey,Holger Steeb,David Uribe,Thomas Ertl,Wenping Wang",https://doi.org/10.1109/TVCG.2018.2864506
2019,N/A,Gaia Sky: Navigating the Gaia Catalog.,N/A,"Antoni Sagristà,Stefan Jordan,Thomas Müller,Filip Sadlo",https://doi.org/10.1109/TVCG.2018.2864508
2019,N/A,Interactive 3D Visual Analysis of Atmospheric Fronts.,N/A,"Michael Kern,Tim Hewson,Andreas Schäfler,Rüdiger Westermann,Marc Rautenhaus",https://doi.org/10.1109/TVCG.2018.2864806
2019,N/A,An Interactive Framework for Visualization of Weather Forecast Ensembles.,N/A,"Bo Ma,Alireza Entezari",https://doi.org/10.1109/TVCG.2018.2864815
2019,N/A,Robust and Fast Extraction of 3D Symmetric Tensor Field Topology.,N/A,"Lawrence Roy,Prashant Kumar,Yue Zhang,Eugene Zhang",https://doi.org/10.1109/TVCG.2018.2864768
2019,N/A,DT-MRI Streamsurfaces Revisited.,N/A,"Michael Ankele,Thomas Schultz",https://doi.org/10.1109/TVCG.2018.2864845
2019,N/A,Tensor Field Visualization using Fiber Surfaces of Invariant Space.,N/A,"Felix Raith,Christian Blecha,Thomas Nagel,Francesco Parisio,Olaf Kolditz,Fabian Günther,Markus Stommel,Gerik Scheuermann",https://doi.org/10.1109/TVCG.2018.2864846
2019,N/A,Culling for Extreme-Scale Segmentation Volumes: A Hybrid Deterministic and Probabilistic Approach.,N/A,"Johanna Beyer,Haneen Mohammed,Marco Agus,Ali K. Al-Awami,Hanspeter Pfister,Markus Hadwiger",https://doi.org/10.1109/TVCG.2018.2864847
2019,N/A,CPU Isosurface Ray Tracing of Adaptive Mesh Refinement Data.,N/A,"Feng Wang,Ingo Wald,Qi Wu,Will Usher,Chris R. Johnson",https://doi.org/10.1109/TVCG.2018.2864850
2019,N/A,Persistence Atlas for Critical Point Variability in Ensembles.,N/A,"Guillaume Favelier,Noura Faraj,Brian Summa,Julien Tierny",https://doi.org/10.1109/TVCG.2018.2864432
2019,N/A,Probabilistic Asymptotic Decider for Topological Ambiguity Resolution in Level-Set Extraction for Uncertain 2D Data.,N/A,"Tushar M. Athawale,Chris R. Johnson",https://doi.org/10.1109/TVCG.2018.2864505
2019,N/A,Hexahedral Mesh Structure Visualization and Evaluation.,N/A,"Kaoji Xu,Guoning Chen",https://doi.org/10.1109/TVCG.2018.2864827
2019,N/A,Shared-Memory Parallel Computation of Morse-Smale Complexes with Improved Accuracy.,N/A,"Attila Gyulassy,Peer-Timo Bremer,Valerio Pascucci",https://doi.org/10.1109/TVCG.2018.2864848
2019,N/A,A Study of the Trade-off Between Reducing Precision and Reducing Resolution for Data Analysis and Visualization.,N/A,"Duong Hoang,Pavol Klacansky,Harsh Bhatia,Peer-Timo Bremer,Peter Lindstrom,Valerio Pascucci",https://doi.org/10.1109/TVCG.2018.2864853
2019,N/A,Firefly: Virtual Illumination Drones for Interactive Visualization.,N/A,"Sergej Stoppel,Magnus Paulson Erga,Stefan Bruckner",https://doi.org/10.1109/TVCG.2018.2864656
2019,N/A,CoDDA: A Flexible Copula-based Distribution Driven Analysis Framework for Large-Scale Multivariate Data.,N/A,"Subhashis Hazarika,Soumya Dutta,Han-Wei Shen,Jen-Ping Chen",https://doi.org/10.1109/TVCG.2018.2864801
2019,N/A,"Details-First, Show Context, Overview Last: Supporting Exploration of Viscous Fingers in Large-Scale Ensemble Simulations.",N/A,"Timothy Luciani,Andrew Burks,Cassiano Sugiyama,Jonathan Komperda,G. Elisabeta Marai",https://doi.org/10.1109/TVCG.2018.2864849
2019,N/A,Exploring Time-Varying Multivariate Volume Data Using Matrix of Isosurface Similarity Maps.,N/A,"Jun Tao,Martin Imre,Chaoli Wang,Nitesh V. Chawla,Hanqi Guo,Gokhan Sever,Seung Hyun Kim",https://doi.org/10.1109/TVCG.2018.2864808
2019,N/A,Visual Analysis of Spatia-temporal Relations of Pairwise Attributes in Unsteady Flow.,N/A,"Marzieh Berenjkoub,Rodolfo Ostilla Monico,Robert S. Laramee,Guoning Chen",https://doi.org/10.1109/TVCG.2018.2864817
2019,N/A,Time-Dependent Flow seen through Approximate Observer Killing Fields.,N/A,"Markus Hadwiger,Matej Mlejnek,Thomas Theußl,Peter Rautek",https://doi.org/10.1109/TVCG.2018.2864839
2019,N/A,A Message from the New Editor-in-Chief.,N/A,Klaus Mueller,https://doi.org/10.1109/TVCG.2018.2884157
2019,N/A,Guest Editor's Introduction to the Special Section on I3D.,N/A,"Chris Wyman,Cem Yuksel",https://doi.org/10.1109/TVCG.2018.2877237
2019,N/A,Compressing Color Data for Voxelized Surface Geometry.,N/A,"Dan Dolonius,Erik Sintorn,Viktor Kämpe,Ulf Assarsson",https://doi.org/10.1109/TVCG.2017.2741480
2019,N/A,Feature-Based Volumetric Terrain Generation and Decoration.,N/A,"Michael Becher,Michael Krone,Guido Reina,Thomas Ertl",https://doi.org/10.1109/TVCG.2017.2762304
2019,N/A,Real-Time Cloth Rendering with Fiber-Level Detail.,N/A,"Kui Wu,Cem Yuksel",https://doi.org/10.1109/TVCG.2017.2731949
2019,N/A,Improved Alpha Testing Using Hashed Sampling.,N/A,"Chris Wyman,Morgan McGuire",https://doi.org/10.1109/TVCG.2017.2739149
2019,N/A,A Coloring Algorithm for Disambiguating Graph and Map Drawings.,N/A,"Yifan Hu,Lei Shi,Qingsong Liu",https://doi.org/10.1109/TVCG.2018.2798631
2019,N/A,A Psychophysical Evaluation of Texture Compression Masking Effects.,N/A,"Guillaume Lavoué,Michael Langer,Adrien Peytavie,Pierre Poulin",https://doi.org/10.1109/TVCG.2018.2805355
2019,N/A,Animation Plans for Before-and-After Satellite Images.,N/A,"María-Jesús Lobo,Caroline Appert,Emmanuel Pietriga",https://doi.org/10.1109/TVCG.2018.2796557
2019,N/A,ColorMapND: A Data-Driven Approach and Tool for Mapping Multivariate Data to Color.,N/A,"Shenghui Cheng,Wei Xu,Klaus Mueller",https://doi.org/10.1109/TVCG.2018.2808489
2019,N/A,Deep-Learning-Assisted Volume Visualization.,N/A,"Hsueh-Chien Cheng,Antonio Cardone,Somay Jain,Eric Krokos,Kedar Narayan,Sriram Subramaniam,Amitabh Varshney",https://doi.org/10.1109/TVCG.2018.2796085
2019,N/A,Efficient Local Statistical Analysis via Point-Wise Histograms in Tetrahedral Meshes and Curvilinear Grids.,N/A,"Bo Zhou,Yi-Jen Chiang,Cong Wang",https://doi.org/10.1109/TVCG.2018.2796555
2019,N/A,Exploration Strategies for Discovery of Interactivity in Visualizations.,N/A,"Tanja Blascheck,Lindsay MacDonald Vermeulen,Jo Vermeulen,Charles Perin,Wesley Willett,Thomas Ertl,Sheelagh Carpendale",https://doi.org/10.1109/TVCG.2018.2802520
2019,N/A,"Smooth, Efficient, and Interruptible Zooming and Panning.",N/A,"Andrew McCaleb Reach,Chris North",https://doi.org/10.1109/TVCG.2018.2800013
2019,N/A,Tensor Decompositions for Integral Histogram Compression and Look-Up.,N/A,"Rafael Ballester-Ripoll,Renato Pajarola",https://doi.org/10.1109/TVCG.2018.2802521
2019,N/A,Farewell and New EIC Introduction.,N/A,Leila De Floriani,https://doi.org/10.1109/TVCG.2019.2891030
2019,N/A,A Skinned Tetrahedral Mesh for Hair Animation and Hair-Water Interaction.,N/A,"Minjae Lee,David Hyde,Michael Bao,Ronald Fedkiw",https://doi.org/10.1109/TVCG.2018.2808972
2019,N/A,An Exploratory Framework for Cyclone Identification and Tracking.,N/A,"Akash Anil Valsangkar,Joy Merwin Monteiro,Vidya Narayanan,Ingrid Hotz,Vijay Natarajan",https://doi.org/10.1109/TVCG.2018.2810068
2019,N/A,Correlation Judgment and Visualization Features: A Comparative Study.,N/A,"Fumeng Yang,Lane T. Harrison,Ronald A. Rensink,Steven L. Franconeri,Remco Chang",https://doi.org/10.1109/TVCG.2018.2810918
2019,N/A,Efficient and Anti-Aliased Trimming for Rendering Large NURBS Models.,N/A,"Andre Schollmeyer,Bernd Fröhlich",https://doi.org/10.1109/TVCG.2018.2814987
2019,N/A,Exploring Variability within Ensembles of Decadal Climate Predictions.,N/A,"Christopher P. Kappe,Michael Böttinger,Heike Leitte",https://doi.org/10.1109/TVCG.2018.2810919
2019,N/A,Feature Preserving Mesh Denoising Based on Graph Spectral Processing.,N/A,"Gerasimos Arvanitis,Aris S. Lalos,Konstantinos Moustakas,Nikos Fakotakis",https://doi.org/10.1109/TVCG.2018.2802926
2019,N/A,KAVAGait: Knowledge-Assisted Visual Analytics for Clinical Gait Analysis.,N/A,"Markus Wagner,Djordje Slijepcevic,Brian Horsak,Alexander Rind,Matthias Zeppelzauer,Wolfgang Aigner",https://doi.org/10.1109/TVCG.2017.2785271
2019,N/A,Lineage: Visualizing Multivariate Clinical Data in Genealogy Graphs.,N/A,"Carolina Nobre,Nils Gehlenborg,Hilary Coon,Alexander Lex",https://doi.org/10.1109/TVCG.2018.2811488
2019,N/A,Shadow Accrual Maps: Efficient Accumulation of City-Scale Shadows Over Time.,N/A,"Fábio Miranda,Harish Doraiswamy,Marcos Lage,Luc Wilson,Mondrian Hsieh,Cláudio T. Silva",https://doi.org/10.1109/TVCG.2018.2802945
2019,N/A,Smart Brushing for Parallel Coordinates.,N/A,"Richard C. Roberts,Robert S. Laramee,Gary A. Smith,Paul Brookes,Tony D'Cruze",https://doi.org/10.1109/TVCG.2018.2808969
2019,N/A,Temporal Upsampling of Depth Maps Using a Hybrid Camera.,N/A,"Mingzhe Yuan,Lin Gao,Hongbo Fu,Shihong Xia",https://doi.org/10.1109/TVCG.2018.2812879
2019,N/A,Unified Mathematical Model for Multilayer-Multiframe Compressive Light Field Displays Using LCDs.,N/A,"Jiahui Zhang,Zhencheng Fan,Dawei Sun,Hongen Liao",https://doi.org/10.1109/TVCG.2018.2810279
2019,N/A,Using Dashboard Networks to Visualize Multiple Patient Histories: A Design Study on Post-Operative Prostate Cancer.,N/A,"Jürgen Bernard,David Sessler,Jörn Kohlhammer,Roy A. Ruddle",https://doi.org/10.1109/TVCG.2018.2803829
2019,N/A,Surface Reconstruction from Discrete Indicator Functions.,N/A,"Fabien Evrard,Fabian Denner,Berend G. M. van Wachem",https://doi.org/10.1109/TVCG.2018.2809751
2019,N/A,A Generative Model for Volume Rendering.,N/A,"Matthew Berger,Jixian Li,Joshua A. Levine",https://doi.org/10.1109/TVCG.2018.2816059
2019,N/A,Bas-Relief Modeling from Normal Layers.,N/A,"Mingqiang Wei,Yang Tian,Wai-Man Pang,Charlie C. L. Wang,Ming-Yong Pang,Jun Wang,Jing Qin,Pheng-Ann Heng",https://doi.org/10.1109/TVCG.2018.2818146
2019,N/A,Compressed Animated Light Fields with Real-Time View-Dependent Reconstruction.,N/A,"Charalampos Koniaris,Maggie Kosek,David Sinclair,Kenny Mitchell",https://doi.org/10.1109/TVCG.2018.2818156
2019,N/A,Intrinsic Motion Stability Assessment for Video Stabilization.,N/A,"Lei Zhang,Qing-Zhuo Zheng,Hua Huang",https://doi.org/10.1109/TVCG.2018.2817209
2019,N/A,Multi-Normal Estimation via Pair Consistency Voting.,N/A,"Jie Zhang,Junjie Cao,Xiuping Liu,He Chen,Bo Li,Ligang Liu",https://doi.org/10.1109/TVCG.2018.2827998
2019,N/A,Non-Contact Thermo-Visual Augmentation by IR-RGB Projection.,N/A,"Daisuke Iwai,Mei Aoki,Kosuke Sato",https://doi.org/10.1109/TVCG.2018.2820121
2019,N/A,PaperCraft3D: Paper-Based 3D Modeling and Scene Fabrication.,N/A,"Patrick Paczkowski,Julie Dorsey,Holly E. Rushmeier,Min H. Kim",https://doi.org/10.1109/TVCG.2018.2820068
