year,session,title,abstract,author,doi
2012,No Sessions,IEEE Visualization and Graphics Technical Committee (VGTC),No Abstract,,https://ieeexplore.ieee.org/document/6327299/
2012,No Sessions,VisWeek 2012 Capstone Speaker,"What you are doing as visualization researchers and developers is critical and, in fact, your role is more important than ever in this age of massive data. I and many others desperately want to use your work, but sometimes I just cannot seem to wrap my head around what you are showing-even if it really looks cool. Cool doesn't cut it for me. This talk will give examples from my own successes and f...","Felice Frankel,",https://ieeexplore.ieee.org/document/6327302/
2012,No Sessions,Visualization of Temporal Similarity in Field Data,This paper presents a visualization approach for detecting and exploring similarity in the temporal variation of field data. We provide an interactive technique for extracting correlations from similarity matrices which capture temporal similarity of univariate functions. We make use of the concept to extract periodic and quasiperiodic behavior at single (spatial) points as well as similarity betw...,"Steffen Frey,Filip Sadlo,Thomas Ertl,",https://ieeexplore.ieee.org/document/6327206/
2012,No Sessions,Augmented Topological Descriptors of Pore Networks for Material Science,"One potential solution to reduce the concentration of carbon dioxide in the atmosphere is the geologic storage of captured CO2 in underground rock formations, also known as carbon sequestration. There is ongoing research to guarantee that this process is both efficient and safe. We describe tools that provide measurements of media porosity, and permeability estimates, including visualization of po...","Daniela Ushizima,Dmitriy Morozov,Gunther H. Weber,Andrea G.C. Bianchi,James A. Sethian,E. Wes Bethel,",https://ieeexplore.ieee.org/document/6327208/
2012,No Sessions,Visualization of Electrostatic Dipoles in Molecular Dynamics of Metal Oxides,Metal oxides are important for many technical applications. For example alumina (aluminum oxide) is the most commonly-used ceramic in microelectronic devices thanks to its excellent properties. Experimental studies of these materials are increasingly supplemented with computer simulations. Molecular dynamics (MD) simulations can reproduce the material behavior very well and are now reaching time s...,"Sebastian Grottel,Philipp Beck,Christoph Müller,Guido Reina,Johannes Roth,Hans-Rainer Trebin,Thomas Ertl,",https://ieeexplore.ieee.org/document/6327210/
2012,No Sessions,Evaluation of Fast-Forward Video Visualization,"We evaluate and compare video visualization techniques based on fast-forward. A controlled laboratory user study (n = 24) was conducted to determine the trade-off between support of object identification and motion perception, two properties that have to be considered when choosing a particular fast-forward visualization. We compare four different visualizations: two representing the state-of-the-...","Markus Höferlin,Kuno Kurzhals,Benjamin Höferlin,Gunther Heidemann,Daniel Weiskopf,",https://ieeexplore.ieee.org/document/6327214/
2012,No Sessions,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,"Due to the inherent characteristics of the visualization process, most of the problems in this field have strong ties with human cognition and perception. This makes the human brain and sensory system the only truly appropriate evaluation platform for evaluating and fine-tuning a new visualization method or paradigm. However, getting humans to volunteer for these purposes has always been a signifi...","Nafees Ahmed,Ziyi Zheng,Klaus Mueller,",https://ieeexplore.ieee.org/document/6327215/
2012,No Sessions,Evaluation of Multivariate Visualization on a Multivariate Task,Multivariate visualization techniques have attracted great interest as the dimensionality of data sets grows. One premise of such techniques is that simultaneous visual representation of multiple variables will enable the data analyst to detect patterns amongst multiple variables. Such insights could lead to development of new techniques for rigorous (numerical) analysis of complex relationships h...,"Mark A. Livingston,Jonathan W. Decker,Zhuming Ai,",https://ieeexplore.ieee.org/document/6327216/
2012,No Sessions,A Data-Driven Approach to Hue-Preserving Color-Blending,"Color mapping and semitransparent layering play an important role in many visualization scenarios, such as information visualization and volume rendering. The combination of color and transparency is still dominated by standard alpha-compositing using the Porter-Duff over operator which can result in false colors with deceiving impact on the visualization. Other more advanced methods have also bee...","Lars Kühne,Joachim Giesen,Zhiyuan Zhang,Sungsoo Ha,Klaus Mueller,",https://ieeexplore.ieee.org/document/6327217/
2012,No Sessions,Conformal Magnifier: A Focus+Context Technique with Local Shape Preservation,"We present the conformal magnifier, a novel interactive focus+context visualization technique that magnifies a region of interest (ROI) using conformal mapping. Our framework supports the arbitrary shape design of magnifiers for the user to enlarge the ROI while globally deforming the context region without any cropping. By using the mathematically well-defined conformal mapping theory and algorit...","Xin Zhao,Wei Zeng,Xianfeng David Gu,Arie E. Kaufman,Wei Xu,Klaus Mueller,",https://ieeexplore.ieee.org/document/6165273/
2012,No Sessions,"Toward Visualization for Games: Theory, Design Space, and Patterns","Electronic games are starting to incorporate in-game telemetry that collects data about player, team, and community performance on a massive scale, and as data begins to accumulate, so does the demand for effectively analyzing this data. In this paper, we use examples from both old and new games of different genres to explore the theory and design space of visualization for games. Drawing on these...","Brian Bowman,Niklas Elmqvist,T.J. Jankun-Kelly,",https://ieeexplore.ieee.org/document/6165280/
2012,No Sessions,"Interactive Slice WIM: Navigating and Interrogating Volume Data Sets Using a Multisurface, Multitouch VR Interface","We present Interactive Slice World-in-Miniature (WIM), a framework for navigating and interrogating volumetric data sets using an interface enabled by a virtual reality environment made of two display surfaces: an interactive multitouch table, and a stereoscopic display wall. The framework addresses two current challenges in immersive visualization: 1) providing an appropriate overview+detail styl...","Dane Coffey,Nicholas Malbraaten,Trung Bao Le,Iman Borazjani,Fotis Sotiropoulos,Arthur G. Erdman,Daniel F. Keefe,",https://ieeexplore.ieee.org/document/6095547/
2012,No Sessions,Interest Driven Navigation in Visualization,"This paper describes a new method to explore and discover within a large data set. We apply techniques from preference elicitation to automatically identify data elements that are of potential interest to the viewer. These ""elements of interest (EOI)” are bundled into spatially local clusters, and connected together to form a graph. The graph is used to build camera paths that allow viewers to ""to...","Christopher G. Healey,Brent M. Dennis,",https://ieeexplore.ieee.org/document/6133283/
2012,No Sessions,Parallel Computation of 2D Morse-Smale Complexes,The Morse-Smale complex is a useful topological data structure for the analysis and visualization of scalar data. This paper describes an algorithm that processes all mesh elements of the domain in parallel to compute the Morse-Smale complex of large 2D datasets at interactive speeds. We employ a reformulation of the Morse-Smale complex using Forman's Discrete Morse Theory and achieve scalability ...,"Nithin Shivashankar,Senthilnathan M,Vijay Natarajan,",https://ieeexplore.ieee.org/document/6104039/
2012,No Sessions,Guest Editor's Introduction: Special Section on the IEEE Pacific Visualization Symposium,No Abstract,"Giuseppe Di Battista,Jean-Daniel Fekete,Huamin Qu,",https://ieeexplore.ieee.org/document/6238452/
2012,No Sessions,Flow Visualization with Quantified Spatial and Temporal Errors Using Edge Maps,"Robust analysis of vector fields has been established as an important tool for deriving insights from the complex systems these fields model. Traditional analysis and visualization techniques rely primarily on computing streamlines through numerical integration. The inherent numerical errors of such approaches are usually ignored, leading to inconsistencies that cause unreliable visualizations and...","Harsh Bhatia,Shreeraj Jadhav,Peer-Timo Bremer,Guoning Chen,Joshua A. Levine,Luis Gustavo Nonato,Valerio Pascucci,",https://ieeexplore.ieee.org/document/6051431/
2012,No Sessions,Scalable Multivariate Volume Visualization and Analysis Based on Dimension Projection and Parallel Coordinates,"In this paper, we present an effective and scalable system for multivariate volume data visualization and analysis with a novel transfer function interface design that tightly couples parallel coordinates plots (PCP) and MDS-based dimension projection plots. In our system, the PCP visualizes the data distribution of each variate (dimension) and the MDS plots project features. They are integrated s...","Hanqi Guo,He Xiao,Xiaoru Yuan,",https://ieeexplore.ieee.org/document/6171180/
2012,No Sessions,WORDGRAPH: Keyword-in-Context Visualization for NETSPEAK's Wildcard Search,"The WORDGRAPH helps writers in visually choosing phrases while writing a text. It checks for the commonness of phrases and allows for the retrieval of alternatives by means of wildcard queries. To support such queries, we implement a scalable retrieval engine, which returns high-quality results within milliseconds using a probabilistic retrieval strategy. The results are displayed as WORDGRAPH vis...","Patrick Riehmann,Henning Gruendl,Martin Potthast,Martin Trenkmann,Benno Stein,Bernd Froehlich,",https://ieeexplore.ieee.org/document/6175895/
2012,No Sessions,Visualizing Dynamic Data with Maps,"Maps offer a familiar way to present geographic data (continents, countries), and additional information (topography, geology), can be displayed with the help of contours and heat-map overlays. In this paper, we consider visualizing large-scale dynamic relational data by taking advantage of the geographic map metaphor. We describe a map-based visualization system which uses animation to convey dyn...","Daisuke Mashima,Stephen Kobourov,Yifan Hu,",https://ieeexplore.ieee.org/document/6109250/
2012,No Sessions,Empirical Studies in Information Visualization: Seven Scenarios,"We take a new, scenario-based look at evaluation in information visualization. Our seven scenarios, evaluating visual data analysis and reasoning, evaluating user performance, evaluating user experience, evaluating environments and work practices, evaluating communication through visualization, evaluating visualization algorithms, and evaluating collaborative data analysis were derived through an ...","Heidi Lam,Enrico Bertini,Petra Isenberg,Catherine Plaisant,Sheelagh Carpendale,",https://ieeexplore.ieee.org/document/6095544/
2012,No Sessions,Simplification of Node Position Data ;for Interactive Visualization of Dynamic Data Sets,We propose to aid the interactive visualization of time-varying spatial data sets by simplifying node position data over the entire simulation as opposed to over individual states. Our approach is based on two observations. The first observation is that the trajectory of some nodes can be approximated well without recording the position of the node for every state. The second observation is that t...,"Paul Rosen,Voicu Popescu,",https://ieeexplore.ieee.org/document/6060816/
2012,No Sessions,Direct Feature Visualization Using Morse-Smale Complexes,"In this paper, we characterize the range of features that can be extracted from an Morse-Smale complex and describe a unified query language to extract them. We provide a visual dictionary to guide users when defining features in terms of these queries. We demonstrate our topology-rich visualization pipeline in a tool that interactively queries the MS complex to extract features at multiple resolu...","Attila Gyulassy,Natallia Kotava,Mark Kim,Charles D. Hansen,Hans Hagen,Valerio Pascucci,",https://ieeexplore.ieee.org/document/6065731/
2012,No Sessions,Multimodal Data Fusion Based on Mutual Information,"Multimodal visualization aims at fusing different data sets so that the resulting combination provides more information and understanding to the user. To achieve this aim, we propose a new information-theoretic approach that automatically selects the most informative voxels from two volume data sets. Our fusion criteria are based on the information channel created between the two input data sets t...","Roger Bramon,Imma Boada,Anton Bardera,Joaquim Rodriguez,Miquel Feixas,Josep Puig,Mateu Sbert,",https://ieeexplore.ieee.org/document/6095545/
2012,No Sessions,A Survey of Visualization Systems for Network Security,"Security Visualization is a very young term. It expresses the idea that common visualization techniques have been designed for use cases that are not supportive of security-related data, demanding novel techniques fine tuned for the purpose of thorough analysis. Significant amount of work has been published in this area, but little work has been done to study this emerging visualization discipline...","Hadi Shiravi,Ali Shiravi,Ali A. Ghorbani,",https://ieeexplore.ieee.org/document/6007132/
2012,No Sessions,Coherent Time-Varying Graph Drawing with Multifocus+Context Interaction,"We present a new approach for time-varying graph drawing that achieves both spatiotemporal coherence and multifocus+context visualization in a single framework. Our approach utilizes existing graph layout algorithms to produce the initial graph layout, and formulates the problem of generating coherent time-varying graph visualization with the focus+context capability as a specially tailored deform...","Kun-Chuan Feng,Chaoli Wang,Han-Wei Shen,Tong-Yee Lee,",https://ieeexplore.ieee.org/document/5963661/
2012,No Sessions,Using Aging to Visually Uncover Evolutionary Processes on Networks,"Networks are widely used to describe many natural and technological systems. Understanding how these evolve over time poses a challenge for existing visualization techniques originally developed for fixed network structures. We describe a method of incorporating the concept of aging into evolving networks, where nodes and edges store information related to the amount of local evolutionary change t...","Thomas E. Gorochowski,Mario di Bernardo,Claire S. Grierson,",https://ieeexplore.ieee.org/document/5999664/
2012,No Sessions,Hierarchical Streamline Bundles,"Effective 3D streamline placement and visualization play an essential role in many science and engineering disciplines. The main challenge for effective streamline visualization lies in seed placement, i.e., where to drop seeds and how many seeds should be placed. Seeding too many or too few streamlines may not reveal flow features and patterns either because it easily leads to visual clutter in r...","Hongfeng Yu,Chaoli Wang,Ching-Kuang Shene,Jacqueline H. Chen,",https://ieeexplore.ieee.org/document/6025348/
2012,No Sessions,Interactive Computation and Rendering of Finite-Time Lyapunov Exponent Fields,"In this paper, we present a novel technique that allows for the coupled computation and visualization of salient flow structures at interactive frame rates. Our approach is built upon a hierarchical representation of the Finite-time Lyapunov Exponent (FTLE) field, which is adaptively sampled and rendered to meet the need of the current visual setting. The performance of our method allows the user ...","samer barakat,Christoph Garth,Xavier Tricoche,",https://ieeexplore.ieee.org/document/6143942/
2012,No Sessions,Interactive Visibility Retargeting in VR Using Conformal Visualization,"In Virtual Reality, immersive systems such as the CAVE provide an important tool for the collaborative exploration of large 3D data. Unlike head-mounted displays, these systems are often only partially immersive due to space, access, or cost constraints. The resulting loss of visual information becomes a major obstacle for critical tasks that need to utilize the users' entire field of vision. We h...","Kaloian Petkov,Charilaos Papadopoulos,Min Zhang,Arie E. Kaufman,Xianfeng Gu,",https://ieeexplore.ieee.org/document/6086538/
2012,No Sessions,Real-Time Evaluation and Visualization of Learner Performance in a Mixed-Reality Environment for Clinical Breast Examination,We investigate the efficacy of incorporating real-time feedback of user performance within mixed-reality environments (MREs) for training real-world tasks with tightly coupled cognitive and psychomotor components. This paper presents an approach to providing real-time evaluation and visual feedback of learner performance in an MRE for training clinical breast examination (CBE). In a user study of ...,"Aaron Kotranza,D. Scott Lind,Benjamin Lok,",https://ieeexplore.ieee.org/document/5963665/
2012,No Sessions,Attention and Visual Memory in Visualization and Computer Graphics,"A fundamental goal of visualization is to produce images of data that support visual analysis, exploration, and discovery of novel insights. An important consideration during visualization design is the role of human visual perception. How we ""see” details in an image can directly impact a viewer's efficiency and effectiveness. This paper surveys research on attention and visual perception, with a...","Christopher Healey,James Enns,",https://ieeexplore.ieee.org/document/5963660/
2012,No Sessions,Guest Editor's Introduction: Special Section on the Eurographics Symposium on Parallel Graphics and Visualization (EGPGV),No Abstract,"Renato Pajarola,Kun Zhou,",https://ieeexplore.ieee.org/document/6180052/
2012,No Sessions,Parallel Computational Steering for HPC Applications Using HDF5 Files in Distributed Shared Memory,"Interfacing a GUI driven visualization/analysis package to an HPC application enables a supercomputer to be used as an interactive instrument. We achieve this by replacing the IO layer in the HDF5 library with a custom driver which transfers data in parallel between simulation and analysis. Our implementation using ParaView as the interface, allows a flexible combination of parallel simulation, co...","John Biddiscombe,Jerome Soumagne,Guillaume Oger,David Guibert,Jean-Guillaume Piccinali,",https://ieeexplore.ieee.org/document/6152102/
2012,No Sessions,Transforming GIS Data into Functional Road Models for Large-Scale Traffic Simulation,"There exists a vast amount of geographic information system (GIS) data that model road networks around the world as polylines with attributes. In this form, the data are insufficient for applications such as simulation and 3D visualization-tools which will grow in power and demand as sensor data become more pervasive and as governments try to optimize their existing physical infrastructure. In thi...","David Wilkie,Jason Sewall,Ming C. Lin,",https://ieeexplore.ieee.org/document/5928342/
2012,No Sessions,Region-Based Line Field Design Using Harmonic Functions,"Field design has wide applications in graphics and visualization. One of the main challenges in field design has been how to provide users with both intuitive control over the directions in the field on one hand and robust management of its topology on the other hand. In this paper, we present a design paradigm for line fields that addresses this challenge. Rather than asking users to input all si...","Chih-Yuan Yao,Ming-Te Chi,Tong-Yee Lee,Tao Ju,",https://ieeexplore.ieee.org/document/5928338/
2012,No Sessions,Topology Verification for Isosurface Extraction,"The broad goals of verifiable visualization rely on correct algorithmic implementations. We extend a framework for verification of isosurfacing implementations to check topological properties. Specifically, we use stratified Morse theory and digital topology to design algorithms which verify topological invariants. Our extended framework reveals unexpected behavior and coding mistakes in popular p...","Tiago Etiene,Luis Gustavo Nonato,Carlos Scheidegger,Julien Tienry,Thomas J. Peters,Valerio Pascucci,Robert M. Kirby,Claudio T. Silva,",https://ieeexplore.ieee.org/document/5928335/
2012,No Sessions,Analysis of Time-Dependent Flow-Sensitive PC-MRI Data,"Many flow visualization techniques, especially integration-based methods, are problematic when the measured data exhibit noise and discretization issues. Particularly, this is the case for flow-sensitive phase-contrast magnetic resonance imaging (PC-MRI) data sets which not only record anatomic information, but also time-varying flow information. We propose a novel approach for the visualization o...","Harinarayan Krishnan,Christoph Garth,Jens Guhring,Mehmet Akif Gulsun,Andreas Greiser,Kenneth I. Joy,",https://ieeexplore.ieee.org/document/5753896/
2012,No Sessions,Conceptual Recurrence Plots: Revealing Patterns in Human Discourse,Human discourse contains a rich mixture of conceptual information. Visualization of the global and local patterns within this data stream is a complex and challenging problem. Recurrence plots are an information visualization technique that can reveal trends and features in complex time series data. The recurrence plot technique works by measuring the similarity of points in a time series to all o...,"Daniel Angus,Andrew Smith,Janet Wiles,",https://ieeexplore.ieee.org/document/5887327/
2012,No Sessions,Direct Isosurface Visualization of Hex-Based High-Order Geometry and Attribute Representations,"In this paper, we present a novel isosurface visualization technique that guarantees the accurate visualization of isosurfaces with complex attribute data defined on (un)structured (curvi)linear hexahedral grids. Isosurfaces of high-order hexahedral-based finite element solutions on both uniform grids (including MRI and CT scans) and more complex geometry representing a domain of interest that can...","Tobias Martin,Elaine Cohen,Robert M. Kirby,",https://ieeexplore.ieee.org/document/5887330/
2012,No Sessions,A 2D Flow Visualization User Study Using Explicit Flow Synthesis and Implicit Task Design,"This paper presents a 2D flow visualization user study that we conducted using new methodologies to increase the objectiveness. We evaluated grid-based variable-size arrows, evenly spaced streamlines, and line integral convolution (LIC) variants (basic, oriented, and enhanced versions) coupled with a colorwheel and/or rainbow color map, which are representative of many geometry-based and texture-b...","Zhanping Liu,Shangshu Cai,J. Edward Swan,Robert J. Moorhead,Joel P. Martin,T.J. Jankun-Kelly,",https://ieeexplore.ieee.org/document/5928336/
2012,No Sessions,A Space-Filling Visualization Technique for Multivariate Small-World Graphs,"We introduce an information visualization technique, known as GreenCurve, for large multivariate sparse graphs that exhibit small-world properties. Our fractal-based design approach uses spatial cues to approximate the node connections and thus eliminates the links between the nodes in the visualization. The paper describes a robust algorithm to order the neighboring nodes of a large sparse graph ...","Pak Chung Wong,Harlan Foote,Patrick Mackey,George Chin,Zhenyu Huang,Jim Thomas,",https://ieeexplore.ieee.org/document/5887326/
2012,No Sessions,Ambiguity-Free Edge-Bundling for Interactive Graph Visualization,"Graph visualization has been widely used to understand and present both global structural and local adjacency information in relational data sets (e.g., transportation networks, citation networks, or social networks). Graphs with dense edges, however, are difficult to visualize because fast layout and good clarity are not always easily achieved. When the number of edges is large, edge bundling can...","Sheng-Jie Luo,Chun-Liang Liu,Bing-Yu Chen,Kwan-Liu Ma,",https://ieeexplore.ieee.org/document/5887331/
2012,No Sessions,Design and Evaluation of MagnetViz—A Graph Visualization Tool,"MagnetViz was designed for the interactive manipulation of force-directed graph layouts, allowing the user to obtain visualizations based on the graph topology and/or the attributes of its nodes and edges. The user can introduce virtual magnets anywhere in the graph and these can be set to attract nodes and edges that fulfill user-defined criteria. When a magnet is placed, the force-directed natur...","Andre Suslik Spritzer,Carla Maria Dal Sasso Freitas,",https://ieeexplore.ieee.org/document/5928333/
2012,No Sessions,Effects of Immersion on Visual Analysis of Volume Data,"Volume visualization has been widely used for decades for analyzing datasets ranging from 3D medical images to seismic data to paleontological data. Many have proposed using immersive virtual reality (VR) systems to view volume visualizations, and there is anecdotal evidence of the benefits of VR for this purpose. However, there has been very little empirical research exploring the effects of high...","Bireswar Laha,Kriti Sensharma,James D. Schiffbauer,Doug A. Bowman,",https://ieeexplore.ieee.org/document/6165141/
2012,No Sessions,Time-Varying Data Visualization Using Functional Representations,"In many scientific simulations, the temporal variation and analysis of features are important. Visualization and visual analysis of time series data is still a significant challenge because of the large volume of data. Irregular and scattered time series data sets are even more problematic to visualize interactively. Previous work proposed functional representation using basis functions as one sol...","Yun Jang,David S. Ebert,Kelly Gaither,",https://ieeexplore.ieee.org/document/5728946/
2012,No Sessions,A Neuron Membrane Mesh Representation for Visualization of Electrophysiological Simulations,"We present a process to automatically generate three-dimensional mesh representations of the complex, arborized cell membrane surface of cortical neurons (the principal information processing cells of the brain) from nonuniform morphological measurements. Starting from manually sampled morphological points (3D points and diameters) from neurons in a brain slice preparation, we construct a polygona...","Sebastien Lasserre,Juan Hernando,Sean Hill,Felix Schuermann,Pedro de Miguel Anasagasti,Georges Abou Jaoude,Henry Markram,",https://ieeexplore.ieee.org/document/5728807/
2012,No Sessions,Mesh-Driven Vector Field Clustering and Visualization: An Image-Based Approach,"Vector field visualization techniques have evolved very rapidly over the last two decades, however, visualizing vector fields on complex boundary surfaces from computational flow dynamics (CFD) still remains a challenging task. In part, this is due to the large, unstructured, adaptive resolution characteristics of the meshes used in the modeling and simulation process. Out of the wide variety of e...","Zhenmin Peng,Edward Grundy,Robert S. Laramee,Guoning Chen,Nick Croft,",https://ieeexplore.ieee.org/document/5708140/
2012,No Sessions,Data Visualization Optimization via Computational Modeling of Perception,We present a method for automatically evaluating and optimizing visualizations using a computational model of human vision. The method relies on a neural network simulation of early perceptual processing in the retina and primary visual cortex. The neural activity resulting from viewing flow visualizations is simulated and evaluated to produce a metric of visualization effectiveness. Visualization...,"Daniel Pineo,Colin Ware,",https://ieeexplore.ieee.org/document/5728805/
2012,No Sessions,DVV: A Taxonomy for Mixed Reality Visualization in Image Guided Surgery,"Mixed reality visualizations are increasingly studied for use in image guided surgery (IGS) systems, yet few mixed reality systems have been introduced for daily use into the operating room (OR). This may be the result of several factors: the systems are developed from a technical perspective, are rarely evaluated in the field, and/or lack consideration of the end user and the constraints of the O...","Marta Kersten-Oertel,Pierre Jannin,D. Louis Collins,",https://ieeexplore.ieee.org/document/5728803/
2012,No Sessions,Guest Editor's Introduction: Special Section on the Eurographics Symposium on Parallel Graphics and Visualization (EGPGV),No Abstract,"James Ahrens,Kurt Debattista,",https://ieeexplore.ieee.org/document/6078468/
2012,No Sessions,"Hybrid Parallelism for Volume Rendering on Large-, Multi-, and Many-Core Systems","With the computing industry trending toward multi- and many-core processors, we study how a standard visualization algorithm, raycasting volume rendering, can benefit from a hybrid parallelism approach. Hybrid parallelism provides the best of both worlds: using distributed-memory parallelism across a large numbers of nodes increases available FLOPs and memory, while exploiting shared-memory parall...","Mark Howison,E. Wes Bethel,Hank Childs,",https://ieeexplore.ieee.org/document/5708139/
2012,No Sessions,The Topological Effects of Smoothing,"Scientific data sets generated by numerical simulations or experimental measurements often contain a substantial amount of noise. Smoothing the data removes noise but can have potentially drastic effects on the qualitative nature of the data, thereby influencing its characterization and visualization via topological analysis, for example. We propose a method to track topological changes throughout...","Sohail Shafii,Scott E. Dillard,Mario Hlawitschka,Bernd Hamann,",https://ieeexplore.ieee.org/document/5753890/
2013,No Sessions,IEEE Visualization and Graphics Technical Committee (VGTC),No Abstract,,https://ieeexplore.ieee.org/document/6634185/
2013,No Sessions,The 2012 VGTC Visualization Career Award:Ben Shneiderman,No Abstract,,https://ieeexplore.ieee.orgNo doi
2013,No Sessions,The 2012 VGTC Visualization Technical Achievement Award:John Stasko,No Abstract,,https://ieeexplore.ieee.orgNo doi
2013,No Sessions,The 2013 VGTC Visualization Career Award:Gregory M. Nielson,No Abstract,,https://ieeexplore.ieee.orgNo doi
2013,No Sessions,The 2013 VGTC Visualization Technical Achievement Award:Kwan-Liu Ma,No Abstract,,https://ieeexplore.ieee.orgNo doi
2013,No Sessions,VIS 2013 Capstone Speaker: Information Visualization: Challenges and Opportunities,"Summary form only given. In the past decades many new techniques have been developed to visualize and interact with abstract data, but also, many challenges remain. In my talk I will reflect on how to make progress in our field: how to identify interesting problems and next how to find effective solutions. I will begin with an attempt to identify characteristics of interesting problems, and discus...","Jarke van Wijk,",https://ieeexplore.ieee.org/document/6634140/
2013,No Sessions,HierarchicalTopics: Visually Exploring Large Text Collections Using Topic Hierarchies,"Analyzing large textual collections has become increasingly challenging given the size of the data available and the rate that more data is being generated. Topic-based text summarization methods coupled with interactive visualizations have presented promising approaches to address the challenge of analyzing large text corpora. As the text corpora and vocabulary grow larger, more topics need to be...","Wenwen Dou,Li Yu,Xiaoyu Wang,Zhiqiang Ma,William Ribarsky,",https://ieeexplore.ieee.org/document/6634160/
2013,No Sessions,Semantics of Directly Manipulating Spatializations,"When high-dimensional data is visualized in a 2D plane by using parametric projection algorithms, users may wish to manipulate the layout of the data points to better reflect their domain knowledge or to explore alternative structures. However, few users are well-versed in the algorithms behind the visualizations, making parameter tweaking more of a guessing game than a series of decisive interact...","Xinran Hu,Lauren Bradel,Dipayan Maiti,Leanna House,Chris North,Scotland Leman,",https://ieeexplore.ieee.org/document/6634115/
2013,No Sessions,SketchPadN-D: WYDIWYG Sculpting and Editing in High-Dimensional Space,"High-dimensional data visualization has been attracting much attention. To fully test related software and algorithms, researchers require a diverse pool of data with known and desired features. Test data do not always provide this, or only partially. Here we propose the paradigm WYDIWYGS (What You Draw Is What You Get). Its embodiment, SketchPadND, is a tool that allows users to generate high-dim...","Bing Wang,Puripant Ruchikachorn,Klaus Mueller,",https://ieeexplore.ieee.org/document/6634118/
2013,No Sessions,GosperMap: Using a Gosper Curve for Laying Out Hierarchical Data,"The emergence of very large hierarchies that result from the increase in available data raises many problems of visualization and navigation. On data sets of such scale, classical graph drawing methods do not take advantage of certain human cognitive skills such as shape recognition. These cognitive skills could make it easier to remember the global structure of the data. In this paper, we propose...","David Auber,Charles Huet,Antoine Lambert,Benjamin Renoust,Arnaud Sallaberry,Agnes Saulnier,",https://ieeexplore.ieee.org/document/6532285/
2013,No Sessions,Hierarchical Reorganization of Dimensions in OLAP Visualizations,"In this paper, we propose a new method for the visual reorganization of online analytical processing (OLAP) cubes that aims at improving their visualization. Our method addresses dimensions with hierarchically organized members. It uses a genetic algorithm that reorganizes k-ary trees. Genetic operators perform permutations of subtrees to optimize a visual homogeneity function. We propose several ...","Sébastien Lafon,Fatma Bouali,Christiane Guinot,Gilles Venturini,",https://ieeexplore.ieee.org/document/6532276/
2013,No Sessions,KelpFusion: A Hybrid Set Visualization Technique,We present KelpFusion: a method for depicting set membership of items on a map or other visualization using continuous boundaries. KelpFusion is a hybrid representation that bridges hull techniques such as Bubble Sets and Euler diagrams and line- and graph-based techniques such as LineSets and Kelp Diagrams. We describe an algorithm based on shortest-path graphs to compute KelpFusion visualization...,"Wouter Meulemans,Nathalie Henry Riche,Bettina Speckmann,Basak Alper,Tim Dwyer,",https://ieeexplore.ieee.org/document/6509874/
2013,No Sessions,The Five Ws for Information Visualization with Application to Healthcare Informatics,"The Five Ws is a popular concept for information gathering in journalistic reporting. It captures all aspects of a story or incidence: who, when, what, where, and why. We propose a framework composed of a suite of cooperating visual information displays to represent the Five Ws and demonstrate its use within a healthcare informatics application. Here, the who is the patient, the where is the patie...","Zhiyuan Zhang,Bing Wang,Faisal Ahmed,I.V. Ramakrishnan,Rong Zhao,Asa Viccellio,Klaus Mueller,",https://ieeexplore.ieee.org/document/6523038/
2013,No Sessions,Video-Based Crowd Synthesis,"As a controllable medium, video-realistic crowds are important for creating the illusion of a populated reality in special effects, games, and architectural visualization. While recent progress in simulation and motion captured-based techniques for crowd synthesis has focused on natural macroscale behavior, this paper addresses the complementary problem of synthesizing crowds with realistic micros...","Matthew Flagg,James M. Rehg,",https://ieeexplore.ieee.org/document/6365628/
2013,No Sessions,Combining Computational Analyses and Interactive Visualization for Document Exploration and Sensemaking in Jigsaw,"Investigators across many disciplines and organizations must sift through large collections of text documents to understand and piece together information. Whether they are fighting crime, curing diseases, deciding what car to buy, or researching a new field, inevitably investigators will encounter text documents. Taking a visual analytics approach, we integrate multiple text analysis algorithms w...","Carsten Görg,Zhicheng Liu,Jaeyeon Kihm,Jaegul Choo,Haesun Park,John Stasko,",https://ieeexplore.ieee.org/document/6392833/
2013,No Sessions,Perceptually Driven Visibility Optimization for Categorical Data Visualization,"Visualization techniques often use color to present categorical differences to a user. When selecting a color palette, the perceptual qualities of color need careful consideration. Large coherent groups visually suppress smaller groups and are often visually dominant in images. This paper introduces the concept of class visibility used to quantitatively measure the utility of a color palette to pr...","Sungkil Lee,Mike Sips,Hans-Peter Seidel,",https://ieeexplore.ieee.org/document/6365630/
2013,No Sessions,Bristle Maps: A Multivariate Abstraction Technique for Geovisualization,"We present Bristle Maps, a novel method for the aggregation, abstraction, and stylization of spatiotemporal data that enables multiattribute visualization, exploration, and analysis. This visualization technique supports the display of multidimensional data by providing users with a multiparameter encoding scheme within a single visual encoding paradigm. Given a set of geographically located spati...","SungYe Kim,Ross Maciejewski,Abish Malik,Yun Jang,David S. Ebert,Tobias Isenberg,",https://ieeexplore.ieee.org/document/6484065/
